num_pers,nombre,tipo,barrio,calle,num_calle,telefono,cp,email,email2,sitio_web,observaciones,fecha
1935,BIBLIOTECA POPULAR BENEDICTO TERRONE,BIBLIOTECA,ALBERDI,ALBERDI,620,(280) 154363183,9100,bibliotecabterronetw@yahoo.com.ar,,,01-feb,1/02/2016
1837,BIBLIOTECA POPULAR CEFERINO NAMUNCUR&Aacute,BIBLIOTECA,CORRADI,ECUADOR,2386,(0280) 154257842,9100,bibliotecapopularcn@yahoo.com.ar,,,01-feb,1/02/2016
1783,BIBLIOTECA POPULAR DARIO HUGO FERNANDEZ,BIBLIOTECA,,LA PINTA,3855,(0297) 4441974,9000,ernestoallende@hotmail.com,,,1783,2/02/2016
2793,BIBLIOTECA POPULAR DE PUERTO MADRYN,BIBLIOTECA,,LUIS MARIA CAMPOS,776,(0280) 4470575/  154576245,9120,bibliotecapuertomadryn@speedy.com.ar,,www.facebook.com/BibliotecaPopularDePuertoMadryn,2793,1/02/2016
1804,BIBLIOTECA POPULAR EL MAITEN,BIBLIOTECA,,GUIDO,1014,(02945) 495274,9210,bilbioteca@elmaiten.com.ar,,,,2/02/2016
1864,BIBLIOTECA POPULAR EL PORVENIR,BIBLIOTECA,EL PORVENIR,PASAJE WILLIAMS,325,(0280) 4457146,9120,,,,1864,
932,BIBLIOTECA POPULAR FRANCISCO GUERRA,BIBLIOTECA,CONSTITUCION,Senda peatonal entre sector  G  Y  E ,S/N,(0280) 4424192 / 4435237 / 154672085,9100,bibpopfrancoguerra84@hotmail.com,bibpopfguerra84@hotmail.com,,01-feb,1/02/2016
1426,BIBLIOTECA POPULAR GONZALO DELFINO,BIBLIOTECA,PROGRESO,URUGUAY,146,(0280) 4420495 / 154586924,9100,,,www.facebook.com/profile.php?id=100011765341979&fref=ts,01-feb,
1732/97,BIBLIOTECA POPULAR HOSPITALARIA  DORA SE&NtildeA ,BIBLIOTECA,MENFA,VIEDMA Y 26 DE NOVIEMBRE (EDIFICIO DEL CIC),350,(0280) 154863392,9100,aidades@yahoo.com.ar,bphds@infovia.com.ar,,01-feb,1/02/2016
1462,BIBLIOTECA POPULAR JUAN MARTIN DE PUEYRREDON,BIBLIOTECA,,AV. JULIO A. ROCA Y AGUADO,S/N,(02945) 491028,9223,bibliocosta@esquel.net.ar,bibliocosta@infovia.com.ar,,1/07/2016,29/06/2016
1977,BIBLIOTECA POPULAR KIMHUE,BIBLIOTECA,PLANTA DE GAS,BERRETA,1706,(0280) 154328126 ,9100,bpkim-hue@hotmail.com,,,01-feb,1/02/2016
3174,BIBLIOTECA POPULAR MANUEL BELGRANO,BIBLIOTECA,SAN MIGUEL,ROBERTO GOMEZ,150,(0280) 154828655/ 4456135,9120,agustina_1422@yahoo.com.ar,bibliotecapopularbelgrano@hotmail.com,,PERSONERIA JURIDICA NUM. 3174,1/02/2016
2733,BIBLIOTECA POPULAR NICOLAS AVELLANEDA,BIBLIOTECA,SARMIENTO ,ENTRE RIOS,1281,(0297) 4557049,9000,francagiacoponi@yahoo.com.ar,,,1/07/2016,29/06/2016
1933,BIBLIOTECA POPULAR PERITO FRANCISCO PASCACIO MORENO,BIBLIOTECA,CENTRO,LIBERTAD,267,(02945) 480577,9203,bppmtrevelin@gmail.com,bppmtrevelin@yahoo.com.ar,www.facebook.com/biblioteca.trevelin?fref=ts,1/07/2016,
1341,BIBLIOTECA POPULAR RAUL SCALABRINI ORTIZ,BIBLIOTECA,VILLA ITALIA,JUAN MANUEL DE ROSAS e/ Marconi y Pje. Santiago del Estero,S/N,(0280) 4420409,9100,bibliotecascalabriniortiz@yahoo.com.ar,,,01-feb,
973,BIBLIOTECA POPULAR RICARDO JONES BERWYN,BIBLIOTECA,CENTRO,JUAN CARLOS EVANS,154,(0280) 4491212 ,9105,bibliopopberwyn@gmail.com,,www.bibliopopberwyn.blogspot.com.ar,1/07/2016,
1443,BIBLIOTECA POPULAR ROSA DE AMAYA,BIBLIOTECA,ETCHEPARE,SCALABRINI ORTIZ,1785,(0280) 4424799,9100,,,,01-feb  Casa particular. Director,1/02/2016
0,BIBLIOTECA POPULAR SERVICOOP,BIBLIOTECA,PARRY MADRYN,ESTIVARIZ,560,(0280) 4457665,9120,biblioteca@servicoop.com,,www.servicoop.com/024biblioteca.php,,
1480,BIBLIOTECA POPULAR SOFIA MOLL DE MILTON,BIBLIOTECA,DON BOSCO . KM.8,ANTONIO LAMARQUE,585,(0297) 4535750 ,9000,sofiamollmilton@hotmail.com.ar,,,1480,2/02/2016
2595,BIBLIOTECA POPULAR SOLDADO CAIDO SIMON ANTIECO,BIBLIOTECA,,GOYCOCHEA,395,(0280) 154699365/ 4486347/ 4483774,9103,eduardopuertoargentino@hotmail.com,gabrielvidalrw@infovia.com.ar,,,1/02/2016
0,BIBLIOTECA POPULAR VICENTE PEREZ MEDEL,BIBLIOTECA,,URUGUAY,211,(0280) 4471975 ,9120,biblioteca@ampal.org.ar,,www.ampal.org.ar,,1/02/2016
1746,FEDERACI&OacuteN DE BIBLIOTECAS POPULARES DE LA PROVINCIA DEL CHUBUT,BIBLIOTECA,,OSCAR SMITH,845,(0280) 4429676 / 154306743,9100,,,,,1/02/2016
3368,BIBLIOTECA POPULAR OSVALDO BAYER,BIBLIOTECA,,SAN MARTIN Y BELGRANO,,,92012,,,,,2/02/2016
0,ASOCIACI&OacuteN BOMBEROS VOLUNTARIOS DE ALTO RIO SENGUER,BOMBEROS VOLUNTARIOS,,AV. SAN MARTIN Y SARMIENTO,S/N,(0294) 155497094 ,90331,paraservir.ard@hotmail.com,,,,3/02/2016
53,ASOCIACI&OacuteN BOMBEROS VOLUNTARIOS DE COMODORO RIVADAVIA,BOMBEROS VOLUNTARIOS,Centro,HUERGO,995,(0297) 4462222 / 4471250/ 4470550,9000,bomvolcomodoro@infovia.com.ar,,,,2/02/2016
1785,ASOCIACI&OacuteN BOMBEROS VOLUNTARIOS DE CORCOVADO,BOMBEROS VOLUNTARIOS,,25 DE MAYO,S/N,(02945) 494105 / 494119,92011,bomberoscorcovado@gmail.com,,,1785,3/02/2016
1122,ASOCIACI&OacuteN BOMBEROS VOLUNTARIOS DE DOLAVON,BOMBEROS VOLUNTARIOS,,MARIA ERCORETA,S/N,(0280) 4492300,91072,bomberosdolavon-chubut@hotmail.com,,,1122,3/02/2016
1570,ASOCIACI&OacuteN BOMBEROS VOLUNTARIOS DE EL HOYO,BOMBEROS VOLUNTARIOS,,SAN MARTIN,S/N,(02944) 471515,84311,bomberosdeelhoyo@gmail.com,,,,3/02/2016
1453,ASOCIACI&OacuteN BOMBEROS VOLUNTARIOS DE EL MAIT&EacuteN,BOMBEROS VOLUNTARIOS,,AV.C&OacuteRDOBA Y PERITO MORENO,S/N,(02945) 495299,9210,bvelmaiten@yahoo.com.ar,,,,2/02/2016
2276,ASOCIACI&OacuteN BOMBEROS VOLUNTARIOS DE EPUY&EacuteN,BOMBEROS VOLUNTARIOS,,LOS HALCONES,1199,(02945) 499350,84312,ca.bomberosepuyen2@gmail.com,,,2276,3/02/2016
1139,ASOCIACI&OacuteN BOMBEROS VOLUNTARIOS DE GAIMAN,BOMBEROS VOLUNTARIOS,,AV. HIPOLITO YRIGOYEN Y MORENO,993,(0280) 4491117,9105,bomberosvoluntariosgaiman@yahoo.com,,,1139,3/02/2016
1506,ASOCIACI&OacuteN BOMBEROS VOLUNTARIOS DE GOBERNADOR COSTA,BOMBEROS VOLUNTARIOS,,SAN MARTIN,110,(02945) 491098,9223,gobcosta_bomberos@hotmail.com,,,1506,2/02/2016
3293,ASOCIACI&OacuteN BOMBEROS VOLUNTARIOS DE JOS&Eacute DE SAN MART&IacuteN,BOMBEROS VOLUNTARIOS,,RIVADAVIA Y BELLOS,S/N,(02945) 496152,9220,bomberosjosedesanmartin@yahoo.com.ar,,,3293,3/02/2016
869,ASOCIACI&OacuteN BOMBEROS VOLUNTARIOS DE LAGO PUELO,BOMBEROS VOLUNTARIOS,,LOS NOTROS Y LAS MARGARITAS,S/N,(02944) 499029,84313,bomberosvoluntariospuelo@gmail.com,,,,3/02/2016
458,ASOCIACI&OacuteN BOMBEROS VOLUNTARIOS DE PUERTO MADRYN,BOMBEROS VOLUNTARIOS,PARRY MADRYN,SAN MART&IacuteN,697,(0280) 4453330/ 4471111,9120,bomberosvoluntariospm@gmail.com,,,458,1/02/2016
1288,ASOCIACI&OacuteN BOMBEROS VOLUNTARIOS DE PUERTO PIR&AacuteMIDES,BOMBEROS VOLUNTARIOS,,AV. ROCA,S/N,(0280) 4495020 ,91214,bvptopiramidesdc@gmail.com,,,1288,3/02/2016
446,ASOCIACI&OacuteN BOMBEROS VOLUNTARIOS DE RAWSON,BOMBEROS VOLUNTARIOS,,CONESA,415,(0280) 4481501 / 4481313 /154858020 ,9103,bomberos_rawson@yahoo.com.ar,,,,1/02/2016
1509,ASOCIACI&OacuteN BOMBEROS VOLUNTARIOS DE RIO MAYO,BOMBEROS VOLUNTARIOS,,SAN MART&IacuteN,468,(02903) 420300/ 420103,9030,bomberosriomayo@hotmail.com,,,1509,
1856,ASOCIACI&OacuteN BOMBEROS VOLUNTARIOS DE RIO PICO,BOMBEROS VOLUNTARIOS,,AVDA. FONTANA,S/N,(02945) 492132,92251,adrigianina@hotmail.com,,,1856,3/02/2016
585,ASOCIACI&OacuteN BOMBEROS VOLUNTARIOS DE SARMIENTO,BOMBEROS VOLUNTARIOS,,CALLE RIVADAVIA,742,(0297) 4893777,9020,bomberossarmiento@yahoo.com.ar,,,585,3/02/2016
513,ASOCIACI&OacuteN BOMBEROS VOLUNTARIOS DE TRELEW,BOMBEROS VOLUNTARIOS,,RAWSON,1375,(0280) 4433333 / 4427065,9100,bomberostrelew@speedy.com.ar,comisionbomberostrelew@gmail.com,www.facebook.com/bomberostrelew.prensa/?fref=ts,01-feb,
526,ASOCIACI&OacuteN BOMBEROS VOLUNTARIOS DE TREVELIN,BOMBEROS VOLUNTARIOS,,9 DE JULIO Y PASAJE MALACARA,S/N,(02945) 480766 / 480106,9203,bomberosvoluntariostrevelin@yahoo.com.ar,,,526,2/02/2016
1057,ASOCIACI&OacuteN BOMBEROS VOLUNTARIOS y 1ERO. AUXILIOS DE RADA TILLY,BOMBEROS VOLUNTARIOS,,COMODORO RAMIREZ,260,(0297) 4451004,9001,bomberosradatilly@hotmail.com,,www.facebook.com/BomberosRadaTilly/?fref=ts,1057,
1121,FEDERACI&OacuteN DE ASOCIACIONES DE BOMBEROS VOLUNTARIOS DE CHUBUT,BOMBEROS VOLUNTARIOS,,CONESA,415,(0280) 4481313/ 501,9103,federacionbomberoschubut@hotmail.com,bombero392@gmail.com,,,1/02/2016
2342,ASOCIACI&OacuteN DE BOMBEROS VOLUNTARIOS DE PASO DE INDIOS,BOMBEROS VOLUNTARIOS,,BARRIO LA ALBORADA CASA 16,,(02945) 6821777 4497221/ 4497209,92072,,,,,2/02/2016
652,ASOCIACI&OacuteN BOMBEROS VOLUNTARIOS DE ESQUEL,BOMBEROS VOLUNTARIOS,MATADERO,AMEGHINO,419,(02945) 452150/452222/ 456900,9200,bomberosvoluntariosesquel@hotmail.com,,www.facebook.com/Bomberos-Voluntarios-De-Esquel-1597691230476797/,2/02/2016,
,ASOCIACI&OacuteN BOMBEROS VOLUNTARIOS DE CHOLILA,BOMBEROS VOLUNTARIOS,,LOS CIPRESES,S/N,,9217,,,,,3/02/2016
,ASOCIACI&OacuteN BOMBEROS VOLUNTARIOS DE CUSHAMEN,BOMBEROS VOLUNTARIOS,,AVDA. LIBERTADOR,S/N,(02945) 470749,8211,,,,,3/02/2016
,ASOCIACI&OacuteN BOMBEROS DE TECKA,BOMBEROS VOLUNTARIOS,,AVDA SAN MARTIN Y MANUEL BELGRANO,,(02945) 493093,92012,bomberostecka@live.com.ar,,,,3/02/2016
3873,ASOCIACI&OacuteN ARGENTINA DE MALACOLOGIA ASAM,CENTRO DE ESTUDIOS,,ALSUA DE CORBETTO,578, 011 (15) 63631911,9120,editor@malacoargentina.com.ar,,www.malacoargentina.com.ar,,1/02/2016
3980,ASOCIACI&OacuteN CIVIL EL LUCERO,CENTRO DE ESTUDIOS,,BARTOLOME MITRE,546,,9120,,,www.ellucero.org,,
2439,ASOCIACI&OacuteN CIVIL LA ESCUELITA,CENTRO DE ESTUDIOS,,,S/N,(2944) 497183,84313,laescuelita@argentina.com,,,PERSONERIA JURIDICA NUM. 2439,
1362,CENTRO DE ESTUDIOS HIST&OacuteRICOS Y SOCIALES,CENTRO DE ESTUDIOS,CENTRO,PASAJE 1 DE MARZO Y CD. NEFYN,S/N,(0280) 4454337,9120,,,,1362,
0,FEDERACI&OacuteN PATAG&OacuteNICA UNIVERSITARIA,CENTRO DE ESTUDIOS,CENTRO,9 DE JULIO,25,,9100,,,www.facebook.com/FederacionUniversitariaPatagonica/?fref=ts,,
1226,FUNDACI&OacuteN EGIDIO FERUGLIO,CENTRO DE ESTUDIOS,,AV. FONTANA,140,(0280) 4432100,9100,info@mef.org.ar,,www.mef.org.ar,,
,FUNDACI&OacuteN ESCUELA DE LA COSTA,CENTRO DE ESTUDIOS,,COLON  ,352, (0280) 4451334,9120,direccionsecundaria@escueladelacosta.org.ar,,www.escueladelacosta.org.ar/home.html,,1/02/2016
0,CENTRO DE INVESTIGACI&OacuteN Y EXTENSI&OacuteN FORESTAL ANDINO PATAGONICA,CENTRO DE ESTUDIOS,,RUTA 259 KM 21,S/N,"(02945) 450175, 453948",9200,,,www.facebook.com/Ciefap/?fref=ts,16/05/2016,
0,FUNDACI&OacuteN EDUCATIVA ESQUEL,CENTRO DE ESTUDIOS,,25 DE MAYO,283,(2945) 456053,9200,info@fundacionesquel.edu.ar,,www.fundacionesquel.edu.ar,1/02/2016,1/02/2016
188,INSTITUTO DE ENSE&NtildeANZA PRIVADA GOBERNADOR FONTANA,CENTRO DE ESTUDIOS,,AV. SAN MART&IacuteN,788,(0297)  4893099,9020,institutofontana@coopsar.com.ar,,,188,3/02/2016
3578,ASOCIACI&OacuteN DE DOCENTES PROVINCIALES JUBILADOS DE PUERTO MADRYN,CENTRO DE JUBILADOS,,GALINA,S/N,(0280) 154692396,9120,jub.recrear@gmail.com,asoc.docentesjub.pm.@gmail.com,,PERSONERIA JURIDICA NUM. 3578,
0,ASOCIACI&OacuteN DE JUBILADOS RETIRADOS Y PENSIONADOS DE LA PROVINCIA DE CHUBUT - AJURPE,CENTRO DE JUBILADOS,CENTRO,SARMIENTO,627,(0280) 4423593/ 154403222,9100,ajurpeftw@hotmail.com,,,01-feb,1/02/2016
0,CENTRO DE JUBILADOS  TELEF&OacuteNICOS ,CENTRO DE JUBILADOS,ALBERDI,PJE. SANTIAGO DEL ESTERO,260,(0280) 154697225 ,9100,clara.ahumada@telefonica.com,,,01-feb,1/02/2016
1189,CENTRO DE JUBILADOS RETIRADOS PENSIONADOS RUCA HUENEY,CENTRO DE JUBILADOS,,AMEGHINO Y CORDOBA,S/N,(02945) 495121,9210,,,,4/07/2016,29/06/2016
917,CENTRO DE JUBILADOS Y PENSIONADOS  CAPITAL DEL PETROLEO ARGENTINO COMODORO RIVADAVIA ,CENTRO DE JUBILADOS,,AV. HIP&OacuteLITO YRIGOYEN,1140,(0297) 4475072 / 154240003,9000,,,,,2/02/2016
1404,CENTRO DE JUBILADOS Y PENSIONADOS AGUST&IacuteN PUJOL,CENTRO DE JUBILADOS,,RIO PICO,1944,(0280) 4473433,9120,,,,1404,1/02/2016
1638,CENTRO DE JUBILADOS Y PENSIONADOS BARRIO LAPRIDA,CENTRO DE JUBILADOS,BARRIO LAPRIDA,JAMAICA,515,(0297) 4560620 / 4560660,9000,,,,,2/02/2016
3074,CENTRO DE JUBILADOS Y PENSIONADOS DE EL HOYO,CENTRO DE JUBILADOS,,SENDERO DEL SOL,185,(02944) 471508 / 491440 / 491139,84311,,,,,2/02/2016
3448,CENTRO DE JUBILADOS Y PENSIONADOS DE LAGO PUELO,CENTRO DE JUBILADOS,,AV EL MAIQUI,S/N,(02944) 15615479,84313,,,,,2/02/2016
946,CENTRO DE JUBILADOS Y PENSIONADOS DE PUERTO MADRYN,CENTRO DE JUBILADOS,COLONOS GALESES,PASAJE 1 DE MARZO,483,(0280) 4451252/ 154539447,9120,jub.pto.madryn@hotmail.com,,,946,1/02/2016
0,CENTRO DE JUBILADOS Y PENSIONADOS DE TRELEW,CENTRO DE JUBILADOS,SANTA M&OacuteNICA,PRIMERA JUNTA Y AMEGHINO,638,(0280) 4427611 / 154670973 ,9100,centrojubiladostrelew@yahoo.com.ar,,www.facebook.com/profile.php?id=100006241488670&fref=ts,01-feb,
1356,CENTRO DE JUBILADOS Y PENSIONADOS DE TREVELIN Y ZONA DE INFLUENCIA,CENTRO DE JUBILADOS,,AV. 25 DE MAYO,164,(02945) 480581,9203,,,,1356,2/02/2016
1636,CENTRO DE JUBILADOS Y PENSIONADOS LA PAZ,CENTRO DE JUBILADOS,,MISIONES,787, (0280)4475778  / 2804504774,9120,cejupe_lapaz@hotmail.com,,,1636,1/02/2016
578,CENTRO DE JUBILADOS Y PENSIONADOS POLIC&IacuteA DEL CHUBUT,CENTRO DE JUBILADOS,,AVENIDA J. VUCETICH,383,(0280) 4482122/ 4484600,9103,,,,,
900,CENTRO DE JUBILADOS Y PENSIONADOS PR&OacuteSPERO PALAZZO Y ZONA DE INFLUENCIA,CENTRO DE JUBILADOS,BARRIO PR&OacuteSPERO PALAZZO,RECONQUISTA,170,(0297) 4548203,9000,,,,,2/02/2016
3911,CENTRO DE JUBILADOS Y PENSIONADOS RIO PICO,CENTRO DE JUBILADOS,,RUTA PROVINCIAL 19,S/N,(02945) 15552031,92251,,,,,1/02/2016
1143,CENTRO DE JUBILADOS Y PENSIONADOS VIALIDAD PROVINCIAL,CENTRO DE JUBILADOS,,GUIRALDES,287,(0280) 4485163,9103,,,,,2/02/2016
839,"CENTRO DE JUBILADOS, RETIRADOS Y PENSIONADOS YPF",CENTRO DE JUBILADOS,GENERAL MOSCONI,LIBERTAD,3125,(0297) 4550812/ 154080819,9000,cjubiladosypf@uolsinectis.com,,,839,2/02/2016
0,CENTRO DE RETIRADOS Y PENSIONADOS DE LA POLIC&IacuteA DEL CHUBUT - FILIAL PTO. MADRYN,CENTRO DE JUBILADOS,CENTRO,1ERO. DE MARZO,573,80280) 4453693- 154342736 ,9120,,,,,1/02/2016
1429,CENTRO DE JUBILADOS Y PENSIONADOS DE PAMI ,CENTRO DE JUBILADOS,,JULIAN MURGA   ,317,(0280) 154413949,9103,,,,,1/02/2016
3416,CENTRO DE JUBILADOS Y PENSIONADOS DE PUERTO PIRAMIDES,CENTRO DE JUBILADOS,,AV. LAS BALLENAS ,S/N,,91214,,,,,2/02/2016
0,CENTRO DE JUBILADOS Y PENSIONADOS AJURPE,CENTRO DE JUBILADOS,,O HIGGINS,1021,02945 - 454703,9200,,,www.facebook.com/ajurpe.esquel?fref=ts,17/05/2016,
0,CENTRO DE JUBILADOS Y PENSIONADOS DE BARRIO ESTACION Y BELLA VISTA,CENTRO DE JUBILADOS,BELLA VISTA,MIGUENS,1318,(02945) 454733,9200,,,,16/05/2016,16/05/2016
1657,CENTRO DE JUBILADOS Y PENSIONADOS OESTE DEL CHUBUT,CENTRO DE JUBILADOS,CENTRO,MOLINARI,525,(02945) 453401,9200,,,,16/05/2016,16/05/2016
2954,CENTRO DE RETIRADOS Y PENSIONADOS POLICIALES DE LA PROVINCIA DEL CHUBUT,CENTRO DE JUBILADOS,CENTRO,URQUIZA,840,(02945) 452501,9200,,,,17/05/2016,17/05/2016
3304,CENTRO DE JUBILADOS Y PENSIONADOS DE RADA TILLY,CENTRO DE JUBILADOS,,AV. PIEDRABUENA,2030, (0297)154139098/ 154123016/ 4453828,9001,juanignacioandrade@gmail.com,,,,3/02/2016
2064,FUNDACION DEL SOL,CENTRO DE ESTUDIOS,LOS OLMOS,CABOT,171,(0280) 4436473 / 4433551,9100,info@jardindelsol.edu.ar,contacto@fundaciondelsol.org.ar,www.fundaciondelsol.org.ar,01-feb  (SUC. MITRE 1052),1/02/2016
167,AEROCLUB DE COMODORO RIVADAVIA,CLUB DEPORTIVO- ORGANIZACI&OacuteN DEPORTIVA,INDUSTRIAL,RUTA 3 KM. 1840,S/N,(0297) 4484671/ 4482495,9000,info@aeroclubcomodoro.com.ar,,www.facebook.com/Aeroclub-Comodoro-Rivadavia-1690926201145033/?fref=ts,,
69,AEROCLUB PUERTO MADRYN,CLUB DEPORTIVO- ORGANIZACI&OacuteN DEPORTIVA,,Mar&iacutea Humpreys,169,(0280) 154504603/ 154680104,9120,pedro.dal@gmail.com,info@aeroclubmadryn.com.ar,www.aeroclubmadryn.com.ar,PERSONER&IacuteA JUR&IacuteDICA NUM. 69,
227,AEROCLUB SARMIENTO,CLUB DEPORTIVO- ORGANIZACI&OacuteN DEPORTIVA,,CHACRA LOTE 4 B,S/N,(0297) 4893279/ 2974895099/ 2974893252,9020,orbocha@coopsar.com.ar,,,227,3/02/2016
36,AEROCLUB TRELEW,CLUB DEPORTIVO- ORGANIZACI&OacuteN DEPORTIVA,,AEROPUERTO VIEJO RUTA 25 y RUTA PCIAL. NUM.8,S/N,(0280) 4423618 / 154402597/154713061,9100,consultas@aeroclubtrelew.org.ar,,www.aeroclubtrelew.org.ar,01-feb,1/02/2016
1112,AEROMODELISTAS DE PUERTO MADRYN,CLUB DEPORTIVO- ORGANIZACI&OacuteN DEPORTIVA,,25 DE MAYO    ,1255,(0280) 154646810/ 154504634,9120,,,www.facebook.com/aapmadryn/,,
1944,AGRUPACI&OacuteN ATL&EacuteTICA DEL SUR,CLUB DEPORTIVO- ORGANIZACI&OacuteN DEPORTIVA,,PASAJE POSADAS,48,(0280) 4429169 / 154551095,9100,raularrative@hotmail.com,Presidente: Sandra Gallardo,,01-feb,1/02/2016
4034,AREA NAUTICA UNPSJB,CLUB DEPORTIVO- ORGANIZACI&OacuteN DEPORTIVA,,BOULEVARD BROWN,3050,,9120,"areanauticaunp@hotmail.com
 ",,,,1/02/2016
3104,ASOCIACI&OacuteN  EL DEPORTE ES SALUD ,CLUB DEPORTIVO- ORGANIZACI&OacuteN DEPORTIVA,,MISIONES,765,(0280) 154567259,9120,osvaldo_martin@yahoo.com.ar,,www.facebook.com/Escuela-de-boxeo-osvaldo-romero-550822931677747/?fref=ts,PERSONERIA JURIDICA NUM. 3104,
2443,ASOCIACI&OacuteN AMIGOS DEL CARROVELISMO,CLUB DEPORTIVO- ORGANIZACI&OacuteN DEPORTIVA,,PICO SALAMANCA,1756,,9001,,,,2443,3/02/2016
2851,ASOCIACI&OacuteN ARGENTINA DE PESCA DEPORTIVA EN APNEA,CLUB DEPORTIVO- ORGANIZACI&OacuteN DEPORTIVA,,AV. ROCA,329,(0280) 4474646 / 471649,9120,apdmadryn@yahoo.com.ar,,,PERSONERIA JURIDICA NUM. 2851,1/02/2016
642,ASOCIACI&OacuteN CHUBUTENSE DE KARATE,CLUB DEPORTIVO- ORGANIZACI&OacuteN DEPORTIVA,,MORENO,1452,(0280) 154590828,9100,aeschubut@gmail.com,cefk16@gmail.com,,01-feb,1/02/2016
1293,ASOCIACI&OacuteN CHUBUTENSE DE TENIS DE MESA,CLUB DEPORTIVO- ORGANIZACI&OacuteN DEPORTIVA,,JULIO A. ROCA,1355,(0280) 4624796,9100,,,,,1/02/2016
89,ASOCIACI&OacuteN CIVIL RACING CLUB,CLUB DEPORTIVO- ORGANIZACI&OacuteN DEPORTIVA,CENTRO,25 DE MAYO Y EDISON,995,(0280) 4430691 / 2804663344/ 154670828 / 154624119,9100,administracion@racingdetrelew.com.ar,,,01-feb,1/02/2016
303,ASOCIACI&OacuteN DE VOLANTES MAR Y VALLE,CLUB DEPORTIVO- ORGANIZACI&OacuteN DEPORTIVA,,RUTA 3 KM 1459,,(0280) 4444129,9100,volantesmaryvalle@hotmail.com,,www.asociacionmaryvalle.com.ar,01-feb,
1383,ASOCIACI&OacuteN DEPORTIVA EVENTO SPORT,CLUB DEPORTIVO- ORGANIZACI&OacuteN DEPORTIVA,,LUIS PIEDRABUENA,564,(0280) 4431433 / 154505609 / 154505607,9100,susana-bonet@speedy.com.ar,puravidapatagoniaargentina@gmail.com,,01-feb,1/02/2016
4109,ASOCIACI&OacuteN MADRYNENSE DE FUTBOL DE SALON (ASOMA FUTSAL) ,CLUB DEPORTIVO- ORGANIZACI&OacuteN DEPORTIVA,,BARRIO 140 VIVIENDAS CASA 39,1315,(0280) 154536301/02804726616,9120,diegozarate223@hotmail.com,asomafutsal@hotmail.com, www.asomafutsal.com,,
554,ASOCIACI&OacuteN MYFANUY HUMPHRYS,CLUB DEPORTIVO- ORGANIZACI&OacuteN DEPORTIVA,,ENTRE RIOS,70,(0280) 4482870/ (0280) 4481552,9103,administracion@amhrw.com.ar,,amhrw.com.ar,554,3/02/2016
2386,ASOCIACI&OacuteN PATAG&OacuteNICA DE CARROVELISMO,CLUB DEPORTIVO- ORGANIZACI&OacuteN DEPORTIVA,,AV. ALMIRANTE BROWN,117,(0297) 5262262/ 02974118743,9001,oacoriafuchs@gmail.com,,www.facebook.com/Asociacion-Patagonica-de-Carrovelismo-200906775663/?fref=ts,2386,
2503,ASOCIACI&OacuteN PATAG&OacuteNICA DE MOTOCICLISMO DEPORTIVO,CLUB DEPORTIVO- ORGANIZACI&OacuteN DEPORTIVA,,ALMIRANTE BROWN,521,(029) 74612793,9000,jckristiansen@clear.com.ar,,,,3/02/2016
873,ASOCIACI&OacuteN POLIDEPORTIVA RAWSON,CLUB DEPORTIVO- ORGANIZACI&OacuteN DEPORTIVA,,BELGRANO,1001,(0280) 154414606,9103,,,,PERSONER&IacuteA NUM.: 873. PTE: NAZARIO EDUARDO RODR&IacuteGUEZ,1/02/2016
1858,ASOCIACI&OacuteN PUERTO MADRYN DE TAEKWONDO,CLUB DEPORTIVO- ORGANIZACI&OacuteN DEPORTIVA,,PASAJE 12 DE OCTUBRE,146,(0280) 154323093/ 154585423,9120,taekwondomadryn@yahoo.com.ar,,taekwondomadryn.blogspot.com.ar,1858,
583,AUTOMOTO CLUB PUERTO MADRYN,CLUB DEPORTIVO- ORGANIZACI&OacuteN DEPORTIVA,,NEUQUEN,947,(0280) 4470256,9120,automotomadryn@yahoo.com.ar,,,PERSONERIA JURIDICA NUM. 583,1/02/2016
367,BIGORNIA CLUB,CLUB DEPORTIVO- ORGANIZACI&OacuteN DEPORTIVA,,"CALLE CHANGUI RIOS, MANZANA 61, EJIDO 30, FRACCION C",S/N,(0280) 4484763/154689781,9103,bigornia@yahoo.com.ar,bigornia@bigorniaclub.com.ar,www.bigorniaclub.com.ar,,
615,CENTRO BOCHOFILO TRELEW,CLUB DEPORTIVO- ORGANIZACI&OacuteN DEPORTIVA,PADRE JUAN MUZIO,JOSE HERNANDEZ,462,(0280) 154401739,9100,,,,01-feb,1/02/2016
723,CHENQUE RUGBY CLUB,CLUB DEPORTIVO- ORGANIZACI&OacuteN DEPORTIVA,,AMEGHINO,946,(0297) 4453499/ 5926476,9000,chenquerugbyclubcr@gmail.com,,,,3/02/2016
1915,CIRCULO DE AJEDREZ PEONES DEL SUR (CAPS) ,CLUB DEPORTIVO- ORGANIZACI&OacuteN DEPORTIVA,,MARCOS A ZAR,1796,(280) 154206905,9120,gustavoslomka@hotmail.com,,www.facebook.com/peonesdelsur/?fref=ts,,
1679,C&IacuteRCULO DE ATLETAS VETERANOS DE PUERTO MADRYN,CLUB DEPORTIVO- ORGANIZACI&OacuteN DEPORTIVA,BARRIO SUR,SAN MART&IacuteN,1054,,9120,horacioacabito@hotmail.com,juliaangelini55@hotmail.com,,1679,3/02/2016
